type,price,profit,pair,scenario,timeframe,ema1,ema2
BUY,43.238,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,44.831,454.09213120137065,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,41.45,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,36.586,-1575.3107455506306,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,39.981,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,36.82,-940.8601223745773,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,35.51,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,32.777,-842.6966435182494,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,32.056,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,157.93,38906.94987312497,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,156.69,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,151.47,-1692.887127319751,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,158.79,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,228.48,20593.870927791235,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,239.76,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,219.04,-5940.130927956801,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,224.24,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,196.09,-7832.887855617475,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,192.08,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,176.46,-4457.474622148198,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,101.6,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,87.71,-6827.519782577532,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,91.12,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,112.95,10149.957700912804,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,113.78,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,117.71,1748.1319561666169,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,39.86,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,34.05,-8019.925271772459,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,36.28,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,33.93,-3076.4101555275265,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,37.36,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,38.88,1705.566495361556,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,41.93,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,39.67,-2495.1604169764323,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,42.5,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,39.28,-3289.447366611472,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,40.04,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,41.11,996.2422259938248,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,37.14,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,33.0,-4553.025512365879,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,33.72,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,32.73,-1100.977245697999,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,33.52,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,32.72,-876.5915161012817,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,32.93,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,30.78,-2255.2822923847016,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,31.62,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,26.5,-5155.253550765741,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,14.12,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,13.01,-2113.671801081793,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,13.65,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,23.47,17451.844818902406,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,23.56,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,21.92,-2963.514675801678,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,22.18,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,20.41,-3148.5543907510655,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,20.99,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,20.52,-847.7399316013834,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,20.8,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,20.54,-483.5365646836508,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,22.98,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,22.33,-1018.2696998583488,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,22.13,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,22.2,58.63391772475006,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,23.19,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,22.19,-1484.501366264707,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,22.67,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,22.05,-915.974360970511,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,21.28,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,19.93,-2006.5051093337934,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,18.28,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,24.9,10440.317753934112,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,25.08,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,24.64,-745.8182293416176,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,24.56,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,23.09,-2365.7917768020634,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,20.03,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,19.24,-1480.9260969234238,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,20.21,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,22.11,3221.0940096297345,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,23.93,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,54.67,48757.37065444346,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,57.14,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,55.06,-3277.034017868078,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,59.31,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,103.66,62257.267821380796,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,99.38,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,94.48,-7382.160456399724,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,97.85,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,95.77,-3131.683830455964,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,102.31,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,102.73,365.22929567701067,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,106.81,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,171.7,82099.60458188746,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,188.99,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,179.87,-10797.358727147337,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,177.43,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,185.05,8585.374875672773,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,152.82,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,140.13,-18173.720360995387,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,146.34,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,142.92,-4881.940330753918,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,160.45,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,162.85,2605.5809903604095,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,172.97,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,162.01,-12616.499919197726,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,150.56,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,137.08,-16568.632505634334,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,143.52,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,138.85,-5622.575581612793,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,151.64,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,168.62,17696.870273420413,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,168.23,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,167.37,-1157.5647197188518,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,158.3,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,146.79,-13085.223594407522,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,147.88,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,145.42,-2948.879309909418,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,145.13,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,147.46,2352.5495640014415,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,146.42,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,166.6,22222.86399733147,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,186.04,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,231.51,44978.56563446135,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,241.46,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,237.09,-4485.0544775413,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,238.15,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,216.63,-20695.457961711072,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,216.71,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,202.17,-14032.105164535722,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,209.07,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,234.89,23302.189814816084,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,141.01,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,131.62,-14558.42262530353,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,128.55,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,146.18,27091.714720138465,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,161.37,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,164.21,3670.9774336968258,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,182.55,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,166.84,-20142.02960202319,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,151.77,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,177.71,35629.66227361132,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,177.51,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,179.18,1967.7101104638132,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,175.23,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,180.62,7272.89995299271,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,181.36,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,182.66,1470.4424436327536,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,204.48,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,187.2,-22032.243348241434,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,186.9,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,202.99,19855.819728720613,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,203.08,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,221.88,23184.19949345346,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,229.41,,SOLUSDT,StochRSI_SMA,4h,25,45
SELL,218.12,-14042.537920273957,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,130.1,,SOLUSDT,StochRSI_SMA,4h,25,45
BUY,73.801,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,155.21,11001.447413029637,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,24.98,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,18.41,-5545.260662821103,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,24.05,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,20.9,-2043.2049064723287,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,26.8,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,20.29,-3272.365209394371,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,23.13,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,131.84,47579.56657861911,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,142.07,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,144.84,1043.0403049374727,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,178.15,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,151.3,-8926.384624934217,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,173.03,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,142.52,-8845.069173376272,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,163.13,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,146.29,-4283.049249622476,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,154.28,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,181.45,6404.291435692685,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,180.52,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,197.44,3974.9568254987025,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,242.19,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,199.32,-8389.266377934524,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,189.4,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,158.48,-6362.9727037733755,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,169.55,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,188.43,3550.405964076468,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,177.62,,SOLUSDT,StochRSI_SMA,1d,25,45
SELL,184.85,1408.4733582418994,SOLUSDT,StochRSI_SMA,1d,25,45
BUY,3.7419,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,3.55,-526.1184438386899,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,3.6032,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,3.7253,307.32902982255473,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,3.885,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,3.659,-581.8896486357389,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,3.6558,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,3.7392,196.69644949279063,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,3.8416,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,4.1279,686.120011106008,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,4.2351,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,6.157,4554.788381448881,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,6.1918,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,5.8898,-733.3895369388774,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,6.6617,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,8.9415,4732.019902512355,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,8.912,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,8.6946,-480.0415957014666,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,9.0801,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,9.7201,1252.470016822197,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,9.9162,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,10.3887,896.3209981785803,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,13.8677,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,13.8442,-62.775302121146524,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,14.4699,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,13.8638,-874.9976381327397,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,13.6679,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,14.0292,484.11867406714737,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,15.7535,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,14.421,-1704.4863251691895,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,14.3883,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,14.1894,-275.89239291096965,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,15.1232,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,14.7932,-414.40715844465376,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,14.48,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,14.1498,-421.9338080127527,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,15.9642,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,14.9223,-1133.9990986138237,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,14.8964,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,14.3816,-570.9638751212078,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,14.8863,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,13.7952,-1143.4262864456286,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,14.4069,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,19.0443,4539.904578422638,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,19.3454,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,22.8103,3322.961741920004,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,24.396,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,26.6006,1958.809144442599,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,28.1748,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,26.7951,-1207.5695068493733,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,27.3167,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,25.0809,-1895.3879302395253,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,27.4559,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,43.147,11900.849852018113,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,45.489,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,43.649,-1370.9990448685785,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,48.43,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,44.144,-2821.9822213761545,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,45.244,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,43.881,-900.792523568598,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,44.469,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,41.403,-1946.7193053589617,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,46.47,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,43.156,-1870.8855887491773,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,45.95,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,43.969,-1062.1062957225658,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,34.676,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,30.629,-2692.8791823931097,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,30.966,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,38.235,4692.595606613326,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,38.616,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,37.519,-739.1711017471789,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,42.979,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,39.315,-2084.7229119054864,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,39.694,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,38.121,-901.6936657766055,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,39.533,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,38.871,-382.4695727390208,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,31.418,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,31.923,303.6289267897373,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,34.785,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,32.197,-1591.6379176324408,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,33.517,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,33.834,156.35952414974963,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,36.548,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,34.183,-1293.4078396913683,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,34.788,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,34.344,-258.82237970328424,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,27.084,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,26.776,-230.10383696049394,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,27.223,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,27.356,61.9626056660818,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,29.777,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,27.624,-1315.3687251308402,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,27.25,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,27.807,314.76481844327645,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,31.027,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,33.551,1346.8715533905342,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,35.011,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,33.909,-598.104887331061,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,35.494,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,37.489,964.2849643806076,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,39.246,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,39.487,87.95018520748272,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,39.828,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,39.981,45.49597304357667,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,43.615,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,72.933,12537.86888560134,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,77.277,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,71.999,-2175.4647425849107,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,74.92,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,152.23,29924.52718814415,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,168.81,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,179.57,3673.0980183221327,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,164.26,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,151.85,-4816.411585152731,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,149.22,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,134.18,-5904.647610342014,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,142.73,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,135.05,-2864.4501254302013,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,138.57,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,166.9,9953.817382489811,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,168.2,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,165.45,-1046.6529834493485,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,163.35,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,157.06,-2311.363751524623,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,159.38,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,159.29,-109.33723324743914,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,172.43,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,190.94,5880.065304453448,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,208.58,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,201.55,-2154.505616981063,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,200.55,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,193.18,-2259.2942591223837,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,201.5,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,244.09,11960.46912475882,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,241.61,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,230.01,-3404.947283775822,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,230.18,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,215.99,-4130.213471436902,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,222.93,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,214.25,-2476.0620403481225,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,222.53,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,208.81,-3714.7024128438425,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,209.66,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,212.75,736.2056826807748,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,216.2,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,196.09,-5281.392316664569,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,176.1,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,174.54,-519.8037005550214,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,179.27,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,171.91,-2128.9435443654074,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,178.88,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,179.02,-29.71450791080133,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,188.96,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,191.49,575.2617957697948,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,190.37,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,191.08,113.05874907321413,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,150.62,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,146.67,-1344.7266168355418,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,146.14,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,146.56,69.69649039272917,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,148.0,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,142.95,-1683.8713179333354,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,96.67,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,90.71,-2882.8932070162336,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,106.1,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,99.2,-2846.1708904640764,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,99.93,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,99.36,-284.21571389361634,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,105.49,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,111.08,2048.910645741111,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,104.25,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,99.5,-1961.3449087866247,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,89.97,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,87.15,-1303.3666169412318,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,90.09,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,88.36,-793.3075273698487,SOLUSDT,StochRSI_SMA,1h,25,45
BUY,97.59,,SOLUSDT,StochRSI_SMA,1h,25,45
SELL,95.73,-771.5662544956358,SOLUSDT,StochRSI_SMA,1h,25,45
