type,scenario,backtest_pair,ema_periods,price,profit,timeframe
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",51.55,-7736.623126592865,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",52.12,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",50.16,-3197.21933923928,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",53.37,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",50.09,-4951.57989596283,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",47.27,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",46.19,-1790.2481413634814,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",43.56,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",40.21,-5641.239251507359,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",40.28,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",39.4,-1543.8611688371093,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",34.51,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",31.09,-6519.148393926254,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",31.68,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",34.36,4854.820209637874,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",36.62,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",40.69,6935.906594981352,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",36.38,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.98,-4724.735825075615,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",35.4,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",37.79,4324.506135658703,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",38.36,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",37.07,-2442.6463363625953,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",36.77,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",36.68,-259.00874539061624,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",39.4,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",38.83,-1063.6917814941116,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",41.63,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",43.41,2728.2469196753664,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",43.29,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",40.2,-4999.584988001014,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",40.53,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",41.89,2048.2493714510274,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",42.35,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",42.85,684.0888618455356,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",40.85,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",40.99,134.5671370333148,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",41.36,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",42.74,2127.667343149951,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",44.39,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",45.2,1157.1263009672693,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",31.56,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",31.44,-363.45340134917933,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",31.86,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",30.89,-2212.7903380357748,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.4,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",34.5,4265.932368032591,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",34.72,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",34.63,-285.67207586932636,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",35.31,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",35.41,101.92439913062844,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.52,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",31.74,-1811.2990135513537,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.69,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.22,-1067.5849619455548,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.38,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.63,-1634.4624942553928,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.33,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.25,-254.1112666483823,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.52,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.68,224.51971201710694,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.98,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.47,-1096.4005829704256,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",33.18,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.55,-1339.8889116877472,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",31.01,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",29.9,-2394.660030152925,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",31.62,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",30.85,-1596.3743681460692,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.07,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.32,386.1539801068211,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",34.03,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.55,-2728.52256834953,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.9,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",32.4,-963.645857434356,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.19,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",33.78,2740.0028867963483,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.13,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",14.12,4427.188506981554,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",14.22,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",14.14,-451.50148125350825,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",14.38,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",14.23,-754.9014960301065,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",14.25,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.07,-5308.878918726601,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.71,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.42,-1302.3310065590194,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.67,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.53,-657.1530816161394,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.95,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.51,-1837.7498523421236,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.91,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.57,-1394.3292353336146,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.71,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.63,-380.34788486433536,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.73,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.48,-1023.2164604080026,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.72,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",14.04,1121.4736483194865,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",11.01,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.12,9945.310372415537,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.54,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.01,-2522.224536128735,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.31,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",13.2,-576.9568767902601,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",13.47,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",16.13,11590.657367872074,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",16.59,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",15.96,-2783.421788280655,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",16.46,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.99,26845.433173164056,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.91,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.2,-2832.405085961582,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.78,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.48,-1241.222558469657,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.2,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.83,-1512.9879760826443,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.34,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.17,-747.494886611792,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",26.01,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.02,-6886.594914543006,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",25.07,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.47,-2065.1165685437736,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.57,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.48,-402.3822189563507,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.69,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.49,-751.1274025154416,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.71,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.3,-1408.926099463526,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.9,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.56,2209.5617096901988,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.17,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",25.2,6819.314632544352,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.35,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.03,-1249.3923021033988,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.67,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.24,-1969.414126695352,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.01,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.47,5917.82346012842,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.08,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.3,758.6583756119944,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.8,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.3,-2084.9344859648118,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.59,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.1,-5879.176758824309,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.83,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.73,-487.0159989492531,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.23,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.38,-3353.373943865008,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.85,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.55,-1224.8928856885614,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.84,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.78,-326.8241868470941,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.56,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.22,13427.017855519909,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.53,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.73,603.8335619354184,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",25.12,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.68,-1703.2432972822571,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.46,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.09,-5511.995957828098,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.1,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.19,221.23469916035538,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.86,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.91,-3567.795594285126,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.44,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.66,-2874.3812515681784,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.07,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.88,-798.2900696752477,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.99,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.21,-2923.821895814166,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.4,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.51,290.92714494731626,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.86,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.71,-628.8857913823158,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.77,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.68,-416.1290735944058,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.98,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.6,2031.015519342065,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",15.86,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",15.53,-1647.355424726964,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",15.67,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",16.93,5730.503635622517,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",17.08,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",16.64,-2125.5850432854495,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",17.11,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",16.75,-1708.5280433530716,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",17.59,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",18.28,2815.166721969814,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",18.63,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.11,1881.748054739306,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.29,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.18,-562.0307539746427,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.59,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.28,-1353.1692348945217,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.46,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.34,7350.281284956378,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.27,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.69,1550.915230608909,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",25.56,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",27.37,5975.8392369309295,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",27.8,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",27.58,-857.5463426342758,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",28.02,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",27.26,-2601.5632844470674,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",26.2,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",25.23,-3404.596968202459,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",25.23,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.79,-1605.3555906397087,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",25.02,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.99,-217.40853974307538,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.23,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.53,4549.54481459604,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.58,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.51,-373.63495016617526,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.67,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.66,-158.19659443941782,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.82,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",24.05,-2833.8397907431354,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.78,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",21.03,-3030.616250998035,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",21.32,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",20.78,-2179.573117344684,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.23,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.44,-3210.479983954763,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",20.03,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.57,-1855.7542001586116,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",18.95,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",18.73,-966.7836711303389,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.12,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",18.98,-639.7908962591173,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.1,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.6,1801.2778316667827,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.57,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",19.43,-637.3656860841875,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",19.51,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.32,14320.82434134926,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.2,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",22.92,-1187.6077525019791,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.51,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.26,-1046.80226488669,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.39,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.33,-340.8667914148391,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",23.42,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.27,-668.1555036874779,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",22.6,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",23.72,4089.65831035492,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",24.81,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",30.82,21436.901242040607,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",31.29,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",31.19,-507.62416243554617,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.46,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",31.93,-1948.605874117915,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.2,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",31.96,-956.0016448260576,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",32.18,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",40.79,28480.955432446193,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",40.67,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",41.03,1009.1349685348687,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",41.73,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",43.82,6643.069783668761,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",44.42,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",57.08,40581.388550648,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",58.71,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",54.64,-12986.26807497919,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",56.33,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",58.57,6546.757432732935,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",58.41,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",58.35,-430.32837111331173,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",58.95,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",56.84,-6574.33378225271,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",58.13,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",58.08,-384.90455655095866,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",57.83,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",60.13,6515.501092486753,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",61.71,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",60.59,-3447.0614255501714,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",63.15,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",73.0,26721.631429992645,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",73.57,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",70.03,-9881.71346969565,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",70.61,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",65.94,-12811.311684378306,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",70.62,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",73.5,6966.080508962885,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",75.66,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",73.78,-4825.950458596402,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",75.27,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",72.83,-6054.4623422197765,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",77.07,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",115.0,84891.74981244965,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",105.12,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",104.15,-2739.70624592228,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",107.88,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",107.02,-2390.388994928566,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",104.78,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",102.6,-5610.240776422725,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",102.16,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",97.43,-11783.763715931505,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",100.59,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",99.54,-2785.5055672754534,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",97.61,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",95.9,-4398.617047744454,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",97.11,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",99.19,4565.810581629485,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",90.74,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",101.1,26236.140296557627,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",100.45,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",98.99,-4125.040403444582,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",101.72,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",108.63,16947.219922975288,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",113.02,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",108.5,-11244.935646225931,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",110.23,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",114.02,8589.104691299086,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",111.26,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",110.37,-2528.8162957569,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",110.17,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",107.56,-6686.455870038626,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",111.39,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",130.06,43180.645313521585,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",129.75,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",129.54,-914.80679537775,1h
BUY,StochRSI_SMA,SOLUSDT,"(14, 26)",130.79,nan,1h
SELL,StochRSI_SMA,SOLUSDT,"(14, 26)",119.24,-27093.234120427864,1h
