type,scenario,backtest_pair,ema_periods,price,profit,timeframe
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",83.2,-1181.0680866758157,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",82.7,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",85.73,676.1800188326924,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",89.83,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",90.3,76.09451586036448,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",94.89,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",99.23,884.0857836251053,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",106.0,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",110.22,799.8301678249409,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",121.32,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",135.72,2536.1397576419367,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",115.28,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",117.24,376.8307297462816,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",111.73,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",111.05,-183.67892686391133,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",105.68,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",103.01,-649.2674384895727,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",105.9,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",105.89,-35.45192446932924,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",101.79,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",101.3,-147.078893106529,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",100.71,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",96.53,-1009.0438957169135,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",99.22,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",98.04,-299.24639907847813,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",93.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",89.8,-866.6158892973945,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",87.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",83.15,-1185.681081550716,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",70.83,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",66.9,-1146.900731782127,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",49.07,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",47.85,-499.4329453098944,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",57.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",52.26,-1634.0328538531248,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",51.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",50.09,-615.6801701561744,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",50.88,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",49.89,-339.38957728476635,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",43.93,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",46.19,797.2874164808,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",38.83,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",39.12,101.48782965798819,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",29.5,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",28.41,-645.4119538336527,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",34.27,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",31.09,-1524.5048466023036,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",34.19,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",34.36,52.35552465758519,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",38.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",40.69,959.0684881796988,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",33.66,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",32.84,-403.76308218707527,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",36.38,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",33.98,-1028.7114448469129,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",33.34,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",33.87,206.44133455984957,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",35.4,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",37.79,955.1991656235132,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",38.36,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",37.07,-539.5329938759533,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",36.77,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",36.68,-57.209986464413305,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",39.4,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",38.83,-234.9487942185533,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",41.63,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",43.41,602.6165993384311,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",36.67,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",41.89,2138.645348210801,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",45.08,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",42.85,-880.4835147135163,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",42.53,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",40.99,-617.9356576454593,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",41.36,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",42.74,505.432054864621,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",47.61,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",45.01,-913.9574359679864,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",31.53,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",30.88,-339.15799341753154,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",32.11,-114.3725179808389,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",31.96,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",31.44,-264.22257136909684,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.55,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",30.89,-769.6392196577908,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.4,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",34.5,882.6647480765514,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",37.62,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",35.41,-890.2124378913322,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.62,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",31.77,-382.00256036693645,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.58,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",31.74,-367.80773074218087,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",33.69,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",33.22,-202.07990554551907,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",34.52,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",32.94,-611.403038744611,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.63,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",32.42,-96.79482711534911,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.89,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",33.68,277.159133563704,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",34.36,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",33.44,-353.074830550182,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.96,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",32.7,-113.13251710154145,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",31.54,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",30.17,-540.9813792744044,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",30.88,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",29.9,-381.9037613810633,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",28.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",28.4,-212.20019523351584,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",31.62,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",30.85,-281.52426941482736,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.07,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",32.32,68.09913720767872,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.31,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",33.78,472.63606994304973,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",14.13,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",13.66,-387.9076319015494,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",14.53,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",13.92,-468.6783625400276,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",12.89,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",14.12,971.7204929173895,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",13.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",13.57,-292.18207809801606,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",13.73,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",13.48,-215.97604413537192,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",13.72,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",14.04,236.7157405477301,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",9.82,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",9.8,-37.937729770421356,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",11.01,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",13.12,2092.005240509261,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",13.68,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",16.13,2325.2071532503196,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",16.42,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",15.96,-453.22984145844566,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",16.8,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",22.99,5489.229630335169,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.2,-611.1348016101438,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.2,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",23.83,-330.91407563908797,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",26.05,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.02,-1546.570975824041,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.18,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.72,375.740642612549,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",25.07,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.47,-464.29398025906994,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.68,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.77,52.70565515899216,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.91,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.52,-359.25790392152703,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.76,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",22.56,620.8656671615063,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.59,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",25.2,425.43476963432477,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.35,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.03,-270.5266577602524,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",18.48,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",17.07,-1424.3607369896781,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",17.44,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",17.33,-130.34930707891908,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",19.67,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",19.24,-390.31521055663325,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.37,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.47,-682.3466121982892,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.66,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.49,-151.2651009285837,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.16,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.34,-624.6632440519406,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.98,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.22,1500.9025060093027,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.83,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.73,-89.20571228061817,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.58,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.11,-378.8380737034731,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.8,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.09,-542.3143104649444,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.46,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.96,337.72414894855865,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.49,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",22.19,-232.31502364012158,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.2,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.41,-574.3380723138944,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.79,-316.9548274605113,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.86,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.91,-628.8321623144093,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.44,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.66,-506.61629288260156,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.76,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.68,-70.96493837055641,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.88,-190.315491280895,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",19.57,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.51,617.5496583615568,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.86,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.71,-119.08837792127088,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.22,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.6,226.81162254019364,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",15.85,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",15.53,-301.5691894563952,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",16.06,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",16.93,721.1797835950911,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",17.08,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",16.64,-390.7758768037602,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",17.59,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",18.28,529.415685161699,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",19.08,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",19.11,2.481676882482134,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",19.46,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.34,1383.1160131217366,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.0,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.69,-246.46283322104318,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",25.56,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",27.37,1087.1722656072616,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",26.2,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",25.23,-643.5383478592576,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.68,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.79,49.21175844317804,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",23.67,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",23.69,-8.99040539419002,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",23.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",22.8,-266.73133373005294,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.27,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.53,147.85807627541908,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.76,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.66,-87.19079310807501,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",25.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",24.05,-767.845536328492,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.9,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.74,-132.11890364289684,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.37,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.94,-323.7344144169456,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.57,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.37,-163.727866321693,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.56,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",20.78,-546.9500247308297,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",19.66,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",19.34,-247.64053566607254,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",19.44,-556.6640433934535,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.03,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",19.57,-321.76859590077765,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",18.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",17.93,-174.22309149330613,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",18.11,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",17.83,-214.31932239074558,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",18.1,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",18.73,417.4230926886685,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",19.12,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",18.98,-112.64502129389984,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",19.1,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",19.6,317.14264909164194,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",20.1,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",23.32,2082.9183175733597,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",23.71,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",23.26,-309.72344659122064,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",21.84,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",21.82,-34.497718848495424,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",22.6,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",23.72,715.265753361622,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",24.81,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",30.82,3749.2328583549006,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",31.29,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",31.19,-88.78154393722798,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",32.83,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",40.79,4633.812082561391,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",41.75,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",41.03,-444.7305162734483,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",46.4,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",57.08,5354.588372475027,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",61.95,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",58.57,-1609.063246231999,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",57.43,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",56.84,-316.9274807357724,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",57.76,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",58.08,111.03991193815091,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",57.83,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",60.13,1033.7173261966782,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",61.71,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",60.59,-546.8937951931875,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",63.15,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",73.0,4239.522486655373,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",70.62,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",73.5,1246.7885687851995,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",75.27,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",72.83,-1112.7966662379222,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",77.07,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",115.0,15602.914155340648,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",107.88,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",107.02,-444.06149572286085,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",104.78,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",102.6,-1042.2119227578441,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",96.86,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",97.43,205.74360517542664,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",94.49,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",95.9,623.2582820741081,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",87.21,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",86.39,-504.75327604547783,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",92.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",101.1,4379.828602529793,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",101.72,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",108.63,3365.657680163473,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",113.02,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",108.5,-2233.204277319601,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",110.23,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",114.02,1705.7656831849235,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",112.73,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",110.37,-1193.2742611955182,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",110.17,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",107.56,-1310.590476802332,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",122.85,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",130.06,2917.2405430415383,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",132.7,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",129.54,-1357.4406211728856,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",142.74,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",145.84,1066.201274869316,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",146.78,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",148.36,501.3357413849735,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",163.46,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",182.39,6183.1475689246945,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",188.51,nan,1h
SELL,StochRSI_ADX,SOLUSDT,"(14, 26)",179.79,-2870.0148431315683,1h
BUY,StochRSI_ADX,SOLUSDT,"(14, 26)",185.76,nan,1h
